Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
Pradeep Kumar Rapolu	3	9	75	"The trimmer is good cuts smoothly, but makes noise.. Provided 3 years warranty the best feature of it is it has 20 points setting, and cuts completely at 0.', ""But considering the cost, the trimmer meets user's expectations."", 'I recommend it for the people who wants a smooth trim, rather than noise.."	12	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Positive	9 of 12 people found the following review helpful	17-07-2014
Hari prasad	4	0	0	it was totally good to trim! the blades are user friendly it gives a good shave. i recommend this product	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-04-2014
chandan	4	0	0	The product is worth it.. One of the best product from Philips..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-04-2015
harish	4	0	0	I have bought this before n now dis is for my brother.Its really good one at right price	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-08-2014
ramananda reddy	4	0	0	"Brought this 1 month back,  with 1st full charge, I used for 5 times. Motor is so powerful, sometimes I feel it as inconvenience.', ""Trim is perfect.  No charge full indicator and can't use directly while charging, still uses battery. Same as mentioned in specs."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-08-2015
SAKET KUMAR	4	0	0	Good one . It gets fully charged in 60 min.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-12-2014
Rohan Kapoor	4	0	0	"Backup battery is good , Easy to handle , And 20 different points are also good . will recommend this product"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-02-2014
Mukesh Kannan	4	0	0	The trimmer is nice. Good precision. But slips out of the hand sometimes. I recommend this product than those at tis price.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-07-2014
Suresh Babu	4	0	0	"Simply suparb, good product, making good experiance , good battery backup, small product but giving good results to d users..."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-07-2014
Ankit	4	0	0	"Very good trimmer. I bought it 1 and half year back. Still, working well. It good for people who don't need to shave regularly. just use this once in a week. If you want to give someone as a gift, you wont be disappointed."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-07-2015
MANOJ SHRAVAN BAGUL	4	0	0	Good. But it doesn't operate while charging. You have to charge it full then use it. Overall it is good.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-03-2015
Ramu M	4	0	0	"im recived this trimmer', 'now working good no problems at', 'Thank You.... .. .. ..... . .  .  .  ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-05-2014
D Deepak Dora	4	0	0	Trims easy and smooth and upto the perfect beard length you wish for. Battery backup is really good. I do use it for four times if fully charged. Budget friendly as well. Quite satisfied with the product	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-10-2014
Shankar A	4	0	0	"The product is good in all the  aspects. Perfect for a person looking for a trimmer at a decent price.', 'The length adjustment is a really good feature.and It Gives a smooth trim.', ""only one thing which i don't like is that we can't use it  while charging....."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-10-2014
Embedologist	4	0	0	One of the best in this prize range. Its easy to clean and easy to use. Charging takes long time but that is same with most of the trimmers.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-10-2015
anilkumar	4	0	0	good working and good battery backup.........	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		01-09-2014
akilesh	4	0	0	"happy with the product , packing was very good neat and good . I would like to recommend to all  !!!!!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-04-2014
Trush	4	0	0	Very good product and excellent service by Amazon.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-08-2014
Sandeep sheokand	4	0	0	"Nice device, light and easy to use, takes more time to recharge but it doesn't matter. I can beard even every third day."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-06-2014
G.Srikanth Reddy	4	0	0	"good product from philips,perfect delivery from Amazon"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-06-2015
Anil Swarna	4	0	0	"The trimmer is very good for its value. Also the charging comes for more time, after all its a new one, but I have to see whether it functions for long time as it does now. The sound seems little louder than I expected. The machine feels good in hands while holding it. Overall a good piece from Philips."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-03-2014
Vikram Harish.S	4	0	0	"This is really a useful product for those who are much concerned about a trendy beard and if they are able to make it by themselves .Good battery backup, powerful motor that gives you a safe and stylish trimming experience. Cleaning is really easy."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-03-2014
Amazon Customer	4	0	0	"Good product I must say, up to my expectations."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-05-2015
Arun khatri	4	0	0	"Pros-works pretty smooth, fast, gives a look of one day after shaving', 'Cons-need to charge whole night,cant use while charging,no battery indicator', 'Worth buying for given price range."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
Ravi Teltia	4	0	0	A very good product with full confidence on Philips Brand	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
Sriram Iyer	4	0	0	Good practical device. Effective and Easy to use. Battery life could be improved.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
Swapnil	4	0	0	"Delivery was quick!', 'Trimmer is very nice and handy. I expected the booklet to be more in details as i was using trimmer for the first time!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
YUVARAJ	4	0	0	Very nice product and worth for money spent on it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
parveen kumar	4	0	0	performance of this product is quit good..!!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
shubham	4	0	0	Nice product. if i will purchase this product from the market than i will got this 1200rs but on your site i will got it in 950rs. so this is good deal for me.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-11-2014
Kedar	4	0	0	"works just fine, battery life is ok.', 'overall worth the money!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-10-2014
Raj K Singh	4	0	0	"Excellent product, easy to use and quite effective in trimming."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-10-2014
Srikanth Akella	4	0	0	Its quite good product. Can buy anyone.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-10-2014
Mansoor	4	0	0	The main advantage of philips is high backup time and you wil get smooth performance when we compared with other brands.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		10-09-2014
Sathish	4	0	0	I believe the brand and i purchased it. 2 year before i puchased few products from the same brand and trhey still performing good with the same belief i purchased this item as of now its doing good. Hopefully in the future too..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-04-2014
Mayank Saxena	4	0	0	Very good product in this price range... And as usual Amazon is best... I got it delivered in just 1 and half days... Trimmer is of high quality and very durable plus trims closely and hassle free	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-08-2014
Muthu	4	0	0	This trimmer is good to handle and it trimming very close like shaved face.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-08-2014
Praveen Ramachandran	4	0	0	Excellent this the third one buying for my friends	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-08-2014
SALEEMUZ ZAMAN G S	4	0	0	"Very good product from Phillips, I love it."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-08-2014
sujendra	4	0	0	all s well...exept the sharp edges still hurting	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-01-2015
Aayushmaan Tiwari	4	0	0	"Best trimmer at its price range....', '20 lock slots and battery backup is praiseworthy.', 'Thanks philips for this useful product."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-07-2014
Shiva kumar	4	0	0	Good to use. Compared to other products Its less cost with good quality. Its compatible. weight less. Good customer serivice.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-07-2014
Diksha Devrani	4	0	0	"Nice product. I bought this one for my father. He really loved it. It is very useful for basic need, for grooming beard. However if you are looking for clean shave, this product is not for you."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-06-2015
Satya	4	0	0	"Product is Good.', 'Service is Best.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-06-2015
pawan kumar	4	0	0	working gud and delivery was so nice by amazon...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-06-2015
MANISH SHARMA	4	0	0	If you can pay extra Qt4011 will be great.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-11-2014
Rajeev Kumar Singh	4	0	0	Its a good and not expensive product. Trimming smooth in lesser time. Allover a nice product and delivery by Amazon was fantastic. Prompt and Quick.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-11-2014
mdzahid	4	0	0	A decent product at an incredible price go for it	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-11-2014
Ajay Agrawal	4	0	0	"Good Product , easy to use and handle.  Best if it can be used also while charging or it would take less time in charging.', 'Other wise Good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-10-2014
san	4	0	0	Great Product with best performance. Liked Amazon for the speed of delivery.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-10-2014
salman khan	4	0	0	"Nice product', '& Amazon delivery speed too good"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-10-2015
Mahadevan	4	0	0	"It has met all my expectations, is a fine product from Philips. Fully satisfied."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-09-2014
Phani	4	0	0	I liked it very much. Comes as a sleek model and good performance.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-09-2014
vinaybabu	4	0	0	"For the price, it is the best trimmer available in the market. Very smooth and fast. Near shaving experience ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		11-09-2014
Piyush	4	0	0	its very good product and i have purchased it in reasonable  amount from amazon.in. happy to buy it from amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-04-2014
pradeep singh	4	0	0	Battery backup is low .....but although is good	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-04-2015
Narasimha reddy	4	0	0	"Good product', 'It is giving better performance"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-08-2014
ramshankar	4	0	0	"Excellent product from Philips, better update from previous QT4019. It is lightweight & handy. Aesthetic look is excellent. Needs only 5 min for complete shave. It can be used for other body parts. Cleaning is easy.', 'Go for it, its worth every penny. You will not be disappointed."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-02-2014
Vaibhav Chaturvedi	4	0	0	"this trimmer is quite worth fr 1000rs..', 'its very good to use and the comb gives a nice range from 0.5mm to 10mm.', 'its a good trimmer for anyone looking 1 in a low budget."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-01-2014
Arun Shetty	4	0	0	Nice and Handy product.....must have for men grooming	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-01-2015
Tanveer	4	0	0	"Excellent Trimmer, does a neat job, very satisfied till now.', 'Been using this for few weeks only and have charged it only once. Easy to operate, hassle free maintenance.', 'I bought this during republic day sales promotion. And this is my first trimmer ever, so happy with it.', 'Cheers"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-03-2015
Pranav Bajirao Patil	4	0	0	'Very good product...operation is good....very efficient...worth....nice n aesthetic design \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d \xf0\x9f\x91\x8d	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-05-2014
rakeshbangla	4	0	0	Its a good vfm product.the only con I felt was it makes some noise while using.amazon service was amazing.this and the Panasonic one are the best in these price range.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-05-2014
G ARAVIND KUMAR	4	0	0	"Nice product and good to use it, value for money"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	4.0 out of 5 stars	Positive		12-05-2015
